region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
BA-Alagoinhas,2020-07-07,forecast,1.1,0.7,1.4,1,1.2,0.33
BA-Alagoinhas,2020-07-08,forecast,1.1,0.7,1.5,0.9,1.3,0.35
BA-Alagoinhas,2020-07-09,forecast,1.1,0.6,1.5,0.9,1.2,0.35
BA-Alagoinhas,2020-07-10,forecast,1.1,0.7,1.6,0.9,1.3,0.37
BA-Alagoinhas,2020-07-11,forecast,1.1,0.6,1.6,0.9,1.3,0.38
BA-Alagoinhas,2020-07-12,forecast,1.1,0.6,1.6,0.9,1.3,0.38
BA-Alagoinhas,2020-07-13,forecast,1.1,0.6,1.6,0.9,1.3,0.38
BA-Alagoinhas,2020-07-14,forecast,1.1,0.5,1.6,0.9,1.3,0.39
BA-Alagoinhas,2020-07-15,forecast,1.1,0.5,1.7,0.9,1.3,0.39
BA-Alagoinhas,2020-07-16,forecast,1.1,0.5,1.7,0.8,1.3,0.39
BA-Alagoinhas,2020-07-17,forecast,1.1,0.4,1.6,0.9,1.3,0.39
BA-Alagoinhas,2020-07-18,forecast,1.1,0.4,1.7,0.9,1.3,0.41
BA-Alagoinhas,2020-07-19,forecast,1.1,0.4,1.7,0.8,1.3,0.41
BA-Barreiras,2020-05-15,nowcast,1.4,0.5,2.3,1,1.6,0.2
BA-Barreiras,2020-05-16,nowcast,1.4,0.6,2.2,0.9,1.6,0.21
BA-Barreiras,2020-05-17,nowcast,1.3,0.6,2.1,1,1.6,0.22
BA-Barreiras,2020-05-18,nowcast,1.3,0.5,2,1,1.5,0.23
BA-Barreiras,2020-05-19,nowcast,1.2,0.6,2,0.9,1.5,0.26
BA-Barreiras,2020-05-20,nowcast,1.2,0.5,1.9,0.9,1.4,0.28
BA-Barreiras,2020-05-21,nowcast,1.2,0.6,1.9,0.9,1.4,0.27
BA-Barreiras,2020-05-22,nowcast,1.2,0.6,1.9,0.9,1.4,0.27
BA-Barreiras,2020-05-23,nowcast,1.2,0.6,1.9,1,1.4,0.24
BA-Barreiras,2020-05-24,nowcast,1.3,0.7,2,1,1.4,0.21
BA-Barreiras,2020-05-25,nowcast,1.3,0.7,1.9,1,1.4,0.2
BA-Barreiras,2020-05-26,nowcast,1.3,0.7,1.9,1,1.5,0.18
BA-Barreiras,2020-05-27,nowcast,1.3,0.7,1.9,1,1.5,0.19
BA-Barreiras,2020-05-28,nowcast,1.3,0.7,1.9,1,1.4,0.19
BA-Barreiras,2020-05-29,nowcast,1.3,0.7,1.8,1,1.4,0.19
BA-Barreiras,2020-05-30,nowcast,1.2,0.7,1.8,1,1.4,0.21
BA-Barreiras,2020-05-31,nowcast,1.2,0.7,1.8,1,1.4,0.25
BA-Barreiras,2020-06-01,nowcast,1.2,0.6,1.6,1,1.3,0.26
BA-Barreiras,2020-06-02,nowcast,1.1,0.7,1.6,0.9,1.3,0.3
BA-Barreiras,2020-06-03,nowcast,1.1,0.6,1.5,0.9,1.2,0.39
BA-Barreiras,2020-06-04,nowcast,1,0.6,1.5,0.9,1.2,0.44
BA-Barreiras,2020-06-05,nowcast,1,0.6,1.4,0.9,1.2,0.46
BA-Barreiras,2020-06-06,nowcast,1,0.6,1.5,0.8,1.2,0.46
BA-Barreiras,2020-06-07,nowcast,1,0.6,1.5,0.8,1.2,0.44
BA-Barreiras,2020-06-08,nowcast,1.1,0.6,1.5,0.9,1.2,0.38
BA-Barreiras,2020-06-09,nowcast,1.1,0.6,1.6,0.9,1.2,0.33
BA-Barreiras,2020-06-10,nowcast,1.2,0.8,1.7,0.9,1.3,0.26
BA-Barreiras,2020-06-11,nowcast,1.2,0.8,1.7,1,1.3,0.22
BA-Barreiras,2020-06-12,nowcast,1.2,0.8,1.8,1,1.4,0.17
BA-Barreiras,2020-06-13,nowcast,1.3,0.8,1.7,1.1,1.4,0.13
BA-Barreiras,2020-06-14,nowcast,1.3,0.9,1.8,1.1,1.4,0.11
BA-Barreiras,2020-06-15,nowcast,1.3,0.9,1.7,1.1,1.4,0.09
BA-Barreiras,2020-06-16,nowcast,1.3,0.9,1.7,1.1,1.4,0.09
BA-Barreiras,2020-06-17,nowcast,1.3,0.9,1.7,1.1,1.4,0.11
BA-Barreiras,2020-06-18,nowcast,1.2,0.9,1.6,1.1,1.4,0.13
BA-Barreiras,2020-06-19,nowcast,1.2,0.8,1.6,1,1.3,0.17
BA-Barreiras,2020-06-20,nowcast,1.2,0.8,1.5,1,1.3,0.2
BA-Barreiras,2020-06-21,nowcast,1.2,0.8,1.5,1,1.3,0.22
BA-Barreiras,2020-06-22,nowcast,1.1,0.8,1.5,1,1.3,0.22
BA-Barreiras,2020-06-23,nowcast,1.1,0.8,1.5,1,1.2,0.22
BA-Barreiras,2020-06-24,nowcast,1.1,0.8,1.5,1,1.2,0.22
BA-Barreiras,2020-06-25,nowcast,1.1,0.8,1.5,1,1.3,0.23
BA-Barreiras,2020-06-26,nowcast,1.1,0.8,1.5,1,1.2,0.21
BA-Barreiras,2020-06-27,nowcast,1.1,0.8,1.4,1,1.2,0.19
BA-Barreiras,2020-06-28,nowcast,1.2,0.8,1.5,1,1.2,0.17
BA-Barreiras,2020-06-29,nowcast,1.2,0.9,1.5,1,1.2,0.15
BA-Barreiras,2020-06-30,nowcast,1.2,0.9,1.5,1,1.2,0.16
BA-Barreiras,2020-07-01,nowcast,1.2,0.9,1.5,1,1.3,0.15
BA-Barreiras,2020-07-02,nowcast,1.2,0.8,1.5,1,1.3,0.16
BA-Barreiras,2020-07-03,nowcast,1.2,0.9,1.4,1,1.3,0.16
BA-Barreiras,2020-07-04,nowcast,1.2,0.9,1.4,1,1.2,0.15
BA-Barreiras,2020-07-05,nowcast,1.2,0.9,1.5,1,1.3,0.17
BA-Barreiras,2020-07-06,forecast,1.2,0.8,1.5,1,1.3,0.22
BA-Barreiras,2020-07-07,forecast,1.2,0.8,1.6,1,1.3,0.24
BA-Barreiras,2020-07-08,forecast,1.2,0.7,1.6,1,1.3,0.26
BA-Barreiras,2020-07-09,forecast,1.2,0.7,1.6,1,1.3,0.27
BA-Barreiras,2020-07-10,forecast,1.2,0.7,1.6,1,1.3,0.28
BA-Barreiras,2020-07-11,forecast,1.2,0.7,1.7,0.9,1.3,0.29
BA-Barreiras,2020-07-12,forecast,1.2,0.6,1.7,0.9,1.4,0.31
BA-Barreiras,2020-07-13,forecast,1.2,0.6,1.7,1,1.4,0.31
BA-Barreiras,2020-07-14,forecast,1.1,0.6,1.7,0.9,1.3,0.32
BA-Barreiras,2020-07-15,forecast,1.2,0.5,1.7,0.9,1.4,0.31
BA-Barreiras,2020-07-16,forecast,1.2,0.5,1.8,0.9,1.4,0.33
BA-Barreiras,2020-07-17,forecast,1.2,0.5,1.8,0.9,1.4,0.33
BA-Barreiras,2020-07-18,forecast,1.1,0.5,1.8,0.9,1.4,0.33
BA-Barreiras,2020-07-19,forecast,1.2,0.5,1.8,0.9,1.4,0.33
BA-Camaçari,2020-04-23,nowcast,1.1,0.4,2,0.8,1.3,0.39
BA-Camaçari,2020-04-24,nowcast,1.1,0.4,1.9,0.8,1.4,0.38
BA-Camaçari,2020-04-25,nowcast,1.1,0.4,2,0.8,1.3,0.37
BA-Camaçari,2020-04-26,nowcast,1.2,0.4,2,0.8,1.4,0.36
BA-Camaçari,2020-04-27,nowcast,1.1,0.5,2,0.8,1.4,0.37
BA-Camaçari,2020-04-28,nowcast,1.1,0.5,1.9,0.8,1.4,0.36
BA-Camaçari,2020-04-29,nowcast,1.1,0.4,1.9,0.8,1.4,0.37
BA-Camaçari,2020-04-30,nowcast,1.1,0.4,1.8,0.8,1.3,0.4
BA-Camaçari,2020-05-01,nowcast,1.1,0.4,1.8,0.8,1.3,0.42
BA-Camaçari,2020-05-02,nowcast,1.1,0.4,1.8,0.8,1.3,0.41
BA-Camaçari,2020-05-03,nowcast,1.1,0.4,1.9,0.8,1.3,0.37
BA-Camaçari,2020-05-04,nowcast,1.2,0.5,2,0.9,1.4,0.33
BA-Camaçari,2020-05-05,nowcast,1.2,0.6,2.1,0.9,1.4,0.26
BA-Camaçari,2020-05-06,nowcast,1.3,0.6,2.1,1,1.5,0.22
BA-Camaçari,2020-05-07,nowcast,1.3,0.7,2.1,1,1.6,0.18
BA-Camaçari,2020-05-08,nowcast,1.4,0.7,2.1,1,1.6,0.15
BA-Camaçari,2020-05-09,nowcast,1.4,0.7,2.1,1.1,1.6,0.13
BA-Camaçari,2020-05-10,nowcast,1.4,0.8,2.1,1,1.6,0.15
BA-Camaçari,2020-05-11,nowcast,1.4,0.8,2,1.1,1.5,0.13
BA-Camaçari,2020-05-12,nowcast,1.3,0.8,2,1,1.5,0.15
BA-Camaçari,2020-05-13,nowcast,1.3,0.7,1.8,1,1.5,0.17
BA-Camaçari,2020-05-14,nowcast,1.3,0.7,1.8,1,1.4,0.17
BA-Camaçari,2020-05-15,nowcast,1.3,0.8,1.8,1.1,1.5,0.16
BA-Camaçari,2020-05-16,nowcast,1.3,0.8,1.8,1.1,1.5,0.13
BA-Camaçari,2020-05-17,nowcast,1.3,0.9,1.9,1.1,1.5,0.12
BA-Camaçari,2020-05-18,nowcast,1.3,0.8,1.8,1.1,1.5,0.1
BA-Camaçari,2020-05-19,nowcast,1.3,0.9,1.8,1.1,1.4,0.09
BA-Camaçari,2020-05-20,nowcast,1.3,0.9,1.8,1.1,1.5,0.1
BA-Camaçari,2020-05-21,nowcast,1.3,0.9,1.8,1.1,1.4,0.1
BA-Camaçari,2020-05-22,nowcast,1.3,0.9,1.8,1.1,1.4,0.08
BA-Camaçari,2020-05-23,nowcast,1.3,0.9,1.8,1.2,1.5,0.06
BA-Camaçari,2020-05-24,nowcast,1.3,1,1.7,1.1,1.4,0.05
BA-Camaçari,2020-05-25,nowcast,1.3,1,1.8,1.2,1.5,0.05
BA-Camaçari,2020-05-26,nowcast,1.4,1,1.8,1.2,1.5,0.03
BA-Camaçari,2020-05-27,nowcast,1.3,1,1.7,1.2,1.4,0.04
BA-Camaçari,2020-05-28,nowcast,1.3,1,1.7,1.2,1.4,0.05
BA-Camaçari,2020-05-29,nowcast,1.3,1,1.7,1.1,1.4,0.06
BA-Camaçari,2020-05-30,nowcast,1.3,1,1.6,1.2,1.4,0.08
BA-Camaçari,2020-05-31,nowcast,1.2,0.9,1.5,1.1,1.4,0.11
BA-Camaçari,2020-06-01,nowcast,1.2,0.9,1.5,1.1,1.3,0.17
BA-Camaçari,2020-06-02,nowcast,1.1,0.8,1.4,1,1.3,0.23
BA-Camaçari,2020-06-03,nowcast,1.1,0.8,1.4,1,1.2,0.29
BA-Camaçari,2020-06-04,nowcast,1.1,0.8,1.3,1,1.2,0.33
BA-Camaçari,2020-06-05,nowcast,1.1,0.8,1.3,1,1.2,0.34
BA-Camaçari,2020-06-06,nowcast,1.1,0.8,1.3,1,1.2,0.34
BA-Camaçari,2020-06-07,nowcast,1.1,0.8,1.3,1,1.2,0.32
BA-Camaçari,2020-06-08,nowcast,1.1,0.8,1.4,1,1.2,0.26
BA-Camaçari,2020-06-09,nowcast,1.1,0.9,1.4,1,1.2,0.19
BA-Camaçari,2020-06-10,nowcast,1.2,0.9,1.5,1,1.3,0.1
BA-Camaçari,2020-06-11,nowcast,1.2,1,1.5,1.1,1.3,0.05
BA-Camaçari,2020-06-12,nowcast,1.3,1,1.6,1.1,1.4,0.02
BA-Camaçari,2020-06-13,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
BA-Camaçari,2020-06-14,nowcast,1.4,1.1,1.7,1.2,1.4,0.01
BA-Camaçari,2020-06-15,nowcast,1.4,1.1,1.7,1.3,1.5,0
BA-Camaçari,2020-06-16,nowcast,1.4,1.1,1.6,1.3,1.4,0
BA-Camaçari,2020-06-17,nowcast,1.4,1.1,1.6,1.2,1.4,0.01
BA-Camaçari,2020-06-18,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
BA-Camaçari,2020-06-19,nowcast,1.3,1.1,1.5,1.2,1.4,0.02
BA-Camaçari,2020-06-20,nowcast,1.2,1,1.4,1.1,1.3,0.05
BA-Camaçari,2020-06-21,nowcast,1.2,0.9,1.4,1.1,1.3,0.11
BA-Camaçari,2020-06-22,nowcast,1.1,0.9,1.3,1,1.2,0.19
BA-Camaçari,2020-06-23,nowcast,1.1,0.9,1.2,1,1.2,0.31
BA-Camaçari,2020-06-24,nowcast,1,0.8,1.2,1,1.1,0.42
BA-Camaçari,2020-06-25,nowcast,1,0.9,1.2,1,1.1,0.42
BA-Camaçari,2020-06-26,nowcast,1,0.9,1.2,1,1.1,0.44
BA-Camaçari,2020-06-27,nowcast,1,0.9,1.2,1,1.1,0.42
BA-Camaçari,2020-06-28,nowcast,1,0.9,1.2,1,1.1,0.36
BA-Camaçari,2020-06-29,nowcast,1,0.9,1.2,1,1.1,0.3
BA-Camaçari,2020-06-30,nowcast,1.1,0.9,1.2,1,1.1,0.26
BA-Camaçari,2020-07-01,nowcast,1.1,0.9,1.2,1,1.1,0.19
BA-Camaçari,2020-07-02,nowcast,1.1,0.9,1.3,1,1.1,0.13
BA-Camaçari,2020-07-03,nowcast,1.1,1,1.3,1,1.2,0.09
BA-Camaçari,2020-07-04,nowcast,1.1,1,1.3,1.1,1.2,0.08
BA-Camaçari,2020-07-05,nowcast,1.1,0.9,1.3,1,1.2,0.12
BA-Camaçari,2020-07-06,forecast,1.1,0.9,1.3,1,1.2,0.21
BA-Camaçari,2020-07-07,forecast,1.1,0.8,1.4,1,1.2,0.26
BA-Camaçari,2020-07-08,forecast,1.1,0.8,1.4,1,1.2,0.27
BA-Camaçari,2020-07-09,forecast,1.1,0.8,1.4,1,1.2,0.3
BA-Camaçari,2020-07-10,forecast,1.1,0.7,1.5,0.9,1.2,0.33
BA-Camaçari,2020-07-11,forecast,1.1,0.7,1.5,1,1.3,0.33
BA-Camaçari,2020-07-12,forecast,1.1,0.7,1.5,0.9,1.2,0.35
BA-Camaçari,2020-07-13,forecast,1.1,0.6,1.6,0.9,1.2,0.36
BA-Camaçari,2020-07-14,forecast,1.1,0.6,1.6,0.9,1.2,0.39
BA-Camaçari,2020-07-15,forecast,1.1,0.6,1.6,0.9,1.3,0.37
BA-Camaçari,2020-07-16,forecast,1.1,0.6,1.6,0.9,1.3,0.39
BA-Camaçari,2020-07-17,forecast,1.1,0.6,1.6,0.9,1.3,0.4
BA-Camaçari,2020-07-18,forecast,1.1,0.5,1.6,0.9,1.3,0.4
BA-Camaçari,2020-07-19,forecast,1.1,0.5,1.6,0.8,1.3,0.4
BA-Eunápolis,2020-04-19,nowcast,0.9,0.1,1.9,0.5,1.2,0.56
BA-Eunápolis,2020-04-20,nowcast,0.9,0.1,1.9,0.4,1.1,0.57
BA-Eunápolis,2020-04-21,nowcast,0.9,0.1,2,0.4,1.1,0.56
BA-Eunápolis,2020-04-22,nowcast,0.9,0.1,2.1,0.4,1.1,0.55
BA-Eunápolis,2020-04-23,nowcast,1,0.1,2.2,0.5,1.3,0.5
BA-Eunápolis,2020-04-24,nowcast,1.1,0.1,2.3,0.5,1.3,0.47
BA-Eunápolis,2020-04-25,nowcast,1.1,0.1,2.5,0.6,1.4,0.42
BA-Eunápolis,2020-04-26,nowcast,1.2,0.2,2.6,0.6,1.5,0.37
BA-Eunápolis,2020-04-27,nowcast,1.2,0.3,2.5,0.6,1.5,0.36
BA-Eunápolis,2020-04-28,nowcast,1.3,0.2,2.6,0.7,1.5,0.33
BA-Eunápolis,2020-04-29,nowcast,1.3,0.3,2.6,0.7,1.5,0.29
BA-Eunápolis,2020-04-30,nowcast,1.4,0.3,2.6,0.8,1.6,0.28
BA-Eunápolis,2020-05-01,nowcast,1.3,0.2,2.4,0.8,1.6,0.31
BA-Eunápolis,2020-05-02,nowcast,1.3,0.3,2.4,0.9,1.7,0.29
BA-Eunápolis,2020-05-03,nowcast,1.3,0.3,2.3,0.8,1.6,0.29
BA-Eunápolis,2020-05-04,nowcast,1.3,0.4,2.3,0.9,1.6,0.29
BA-Eunápolis,2020-05-05,nowcast,1.3,0.4,2.3,0.9,1.6,0.29
BA-Eunápolis,2020-05-06,nowcast,1.3,0.4,2.4,0.9,1.5,0.26
BA-Eunápolis,2020-05-07,nowcast,1.4,0.5,2.4,1,1.6,0.23
BA-Eunápolis,2020-05-08,nowcast,1.4,0.6,2.4,1,1.6,0.21
BA-Eunápolis,2020-05-09,nowcast,1.4,0.5,2.4,1,1.7,0.18
BA-Eunápolis,2020-05-10,nowcast,1.4,0.7,2.4,1,1.7,0.17
BA-Eunápolis,2020-05-11,nowcast,1.4,0.6,2.2,1,1.6,0.16
BA-Eunápolis,2020-05-12,nowcast,1.4,0.6,2.2,1.1,1.7,0.17
BA-Eunápolis,2020-05-13,nowcast,1.4,0.7,2.1,1,1.5,0.18
BA-Eunápolis,2020-05-14,nowcast,1.4,0.7,2.1,1,1.6,0.17
BA-Eunápolis,2020-05-15,nowcast,1.4,0.7,2.1,1.1,1.6,0.14
BA-Eunápolis,2020-05-16,nowcast,1.4,0.8,2.2,1.1,1.6,0.12
BA-Eunápolis,2020-05-17,nowcast,1.4,0.8,2.1,1.1,1.5,0.11
BA-Eunápolis,2020-05-18,nowcast,1.4,0.8,2.1,1.1,1.6,0.1
BA-Eunápolis,2020-05-19,nowcast,1.4,0.8,2,1.1,1.5,0.11
BA-Eunápolis,2020-05-20,nowcast,1.3,0.8,1.9,1.1,1.5,0.13
BA-Eunápolis,2020-05-21,nowcast,1.3,0.8,1.8,1.1,1.5,0.14
BA-Eunápolis,2020-05-22,nowcast,1.3,0.8,1.8,1.1,1.5,0.15
BA-Eunápolis,2020-05-23,nowcast,1.3,0.8,1.8,1.1,1.5,0.16
BA-Eunápolis,2020-05-24,nowcast,1.3,0.8,1.7,1,1.4,0.15
BA-Eunápolis,2020-05-25,nowcast,1.2,0.8,1.7,1.1,1.4,0.18
BA-Eunápolis,2020-05-26,nowcast,1.2,0.8,1.6,1,1.3,0.19
BA-Eunápolis,2020-05-27,nowcast,1.2,0.8,1.6,1,1.3,0.21
BA-Eunápolis,2020-05-28,nowcast,1.2,0.8,1.6,1,1.3,0.23
BA-Eunápolis,2020-05-29,nowcast,1.2,0.8,1.5,1,1.3,0.24
BA-Eunápolis,2020-05-30,nowcast,1.2,0.8,1.6,1,1.3,0.24
BA-Eunápolis,2020-05-31,nowcast,1.1,0.8,1.5,1,1.3,0.24
BA-Eunápolis,2020-06-01,nowcast,1.1,0.8,1.5,1,1.3,0.22
BA-Eunápolis,2020-06-02,nowcast,1.1,0.8,1.5,1,1.3,0.23
BA-Eunápolis,2020-06-03,nowcast,1.1,0.8,1.5,1,1.3,0.22
BA-Eunápolis,2020-06-04,nowcast,1.2,0.8,1.5,1,1.3,0.2
BA-Eunápolis,2020-06-05,nowcast,1.2,0.8,1.5,1,1.3,0.2
BA-Eunápolis,2020-06-06,nowcast,1.2,0.8,1.5,1,1.3,0.17
BA-Eunápolis,2020-06-07,nowcast,1.2,0.8,1.5,1,1.3,0.17
BA-Eunápolis,2020-06-08,nowcast,1.2,0.8,1.5,1.1,1.3,0.17
BA-Eunápolis,2020-06-09,nowcast,1.2,0.8,1.5,1,1.3,0.18
BA-Eunápolis,2020-06-10,nowcast,1.2,0.9,1.5,1,1.3,0.18
BA-Eunápolis,2020-06-11,nowcast,1.2,0.9,1.5,1.1,1.3,0.17
BA-Eunápolis,2020-06-12,nowcast,1.2,0.9,1.5,1,1.3,0.18
BA-Eunápolis,2020-06-13,nowcast,1.1,0.9,1.4,1,1.2,0.19
BA-Eunápolis,2020-06-14,nowcast,1.1,0.8,1.4,1,1.3,0.25
BA-Eunápolis,2020-06-15,nowcast,1.1,0.8,1.4,1,1.2,0.29
BA-Eunápolis,2020-06-16,nowcast,1.1,0.8,1.3,1,1.2,0.33
BA-Eunápolis,2020-06-17,nowcast,1.1,0.8,1.3,1,1.2,0.36
BA-Eunápolis,2020-06-18,nowcast,1,0.8,1.3,0.9,1.2,0.4
BA-Eunápolis,2020-06-19,nowcast,1,0.8,1.3,0.9,1.1,0.41
BA-Eunápolis,2020-06-20,nowcast,1.1,0.8,1.3,0.9,1.1,0.37
BA-Eunápolis,2020-06-21,nowcast,1.1,0.8,1.3,0.9,1.1,0.35
BA-Eunápolis,2020-06-22,nowcast,1.1,0.8,1.4,0.9,1.1,0.3
BA-Eunápolis,2020-06-23,nowcast,1.1,0.8,1.4,1,1.2,0.27
BA-Eunápolis,2020-06-24,nowcast,1.1,0.9,1.4,1,1.2,0.22
BA-Eunápolis,2020-06-25,nowcast,1.1,0.9,1.4,1,1.2,0.19
BA-Eunápolis,2020-06-26,nowcast,1.1,0.9,1.4,1,1.2,0.19
BA-Eunápolis,2020-06-27,nowcast,1.1,0.9,1.4,1,1.2,0.18
BA-Eunápolis,2020-06-28,nowcast,1.1,0.9,1.4,1,1.2,0.21
BA-Eunápolis,2020-06-29,nowcast,1.1,0.9,1.4,1,1.2,0.2
BA-Eunápolis,2020-06-30,nowcast,1.1,0.9,1.4,1,1.2,0.22
BA-Eunápolis,2020-07-01,nowcast,1.1,0.9,1.4,1,1.2,0.22
BA-Eunápolis,2020-07-02,nowcast,1.1,0.9,1.4,1,1.2,0.2
BA-Eunápolis,2020-07-03,nowcast,1.1,0.9,1.4,1,1.2,0.19
BA-Eunápolis,2020-07-04,nowcast,1.1,0.9,1.4,1,1.2,0.19
BA-Eunápolis,2020-07-05,nowcast,1.1,0.9,1.4,1,1.2,0.21
BA-Eunápolis,2020-07-06,forecast,1.1,0.8,1.4,1,1.2,0.25
BA-Eunápolis,2020-07-07,forecast,1.1,0.8,1.5,1,1.2,0.27
BA-Eunápolis,2020-07-08,forecast,1.1,0.8,1.5,1,1.2,0.28
BA-Eunápolis,2020-07-09,forecast,1.1,0.8,1.5,1,1.3,0.3
BA-Eunápolis,2020-07-10,forecast,1.1,0.7,1.5,0.9,1.2,0.29
BA-Eunápolis,2020-07-11,forecast,1.1,0.8,1.6,1,1.3,0.31
BA-Eunápolis,2020-07-12,forecast,1.1,0.7,1.5,1,1.3,0.3
BA-Eunápolis,2020-07-13,forecast,1.1,0.7,1.5,0.9,1.3,0.32
BA-Eunápolis,2020-07-14,forecast,1.1,0.7,1.6,0.9,1.3,0.32
BA-Eunápolis,2020-07-15,forecast,1.1,0.7,1.6,0.9,1.3,0.32
BA-Eunápolis,2020-07-16,forecast,1.1,0.6,1.6,0.9,1.3,0.33
BA-Eunápolis,2020-07-17,forecast,1.1,0.6,1.6,0.9,1.3,0.34
BA-Eunápolis,2020-07-18,forecast,1.1,0.6,1.6,0.9,1.3,0.32
BA-Eunápolis,2020-07-19,forecast,1.1,0.6,1.6,1,1.3,0.33
BA-Feira de Santana,2020-03-31,nowcast,1.2,0.4,2.1,0.8,1.4,0.36
BA-Feira de Santana,2020-04-01,nowcast,1.1,0.4,1.9,0.8,1.4,0.37
