region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
PI-Água Branca,2020-06-04,nowcast,1.1,0.7,1.6,0.9,1.3,0.36
PI-Água Branca,2020-06-05,nowcast,1.1,0.7,1.7,0.9,1.2,0.33
PI-Água Branca,2020-06-06,nowcast,1.1,0.6,1.7,0.8,1.2,0.34
PI-Água Branca,2020-06-07,nowcast,1.1,0.6,1.7,0.9,1.2,0.34
PI-Água Branca,2020-06-08,nowcast,1.1,0.8,1.5,0.9,1.2,0.35
PI-Água Branca,2020-06-09,nowcast,1.1,0.6,1.5,0.9,1.2,0.36
PI-Água Branca,2020-06-10,nowcast,1.1,0.7,1.6,0.9,1.2,0.33
PI-Água Branca,2020-06-11,nowcast,1.1,0.7,1.5,1,1.3,0.32
PI-Água Branca,2020-06-12,nowcast,1.1,0.7,1.6,0.9,1.3,0.25
PI-Água Branca,2020-06-13,nowcast,1.1,0.8,1.6,0.9,1.2,0.34
PI-Água Branca,2020-06-14,nowcast,1.1,0.7,1.5,0.9,1.2,0.27
PI-Água Branca,2020-06-15,nowcast,1.1,0.7,1.5,1,1.3,0.31
PI-Água Branca,2020-06-16,nowcast,1.1,0.7,1.6,0.9,1.2,0.33
PI-Água Branca,2020-06-17,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
PI-Água Branca,2020-06-18,nowcast,1.1,0.6,1.4,0.9,1.2,0.38
PI-Água Branca,2020-06-19,nowcast,1.1,0.6,1.4,0.9,1.2,0.41
PI-Água Branca,2020-06-20,nowcast,1,0.7,1.5,0.9,1.2,0.43
PI-Água Branca,2020-06-21,nowcast,1.1,0.7,1.5,0.8,1.2,0.4
PI-Água Branca,2020-06-22,nowcast,1,0.7,1.4,0.9,1.2,0.44
PI-Água Branca,2020-06-23,nowcast,1.1,0.7,1.5,0.9,1.2,0.38
PI-Água Branca,2020-06-24,nowcast,1.1,0.8,1.5,0.9,1.2,0.38
PI-Água Branca,2020-06-25,nowcast,1,0.6,1.3,0.9,1.2,0.41
PI-Água Branca,2020-06-26,nowcast,1,0.7,1.4,0.9,1.2,0.43
PI-Água Branca,2020-06-27,nowcast,1,0.7,1.4,0.9,1.2,0.47
PI-Água Branca,2020-06-28,nowcast,1,0.7,1.4,0.9,1.2,0.42
PI-Água Branca,2020-06-29,nowcast,1,0.7,1.5,0.9,1.1,0.45
PI-Água Branca,2020-06-30,nowcast,1.1,0.7,1.5,0.9,1.1,0.37
PI-Água Branca,2020-07-01,nowcast,1.1,0.8,1.5,0.9,1.2,0.39
PI-Água Branca,2020-07-02,nowcast,1.1,0.7,1.4,0.9,1.2,0.4
PI-Água Branca,2020-07-03,nowcast,1,0.7,1.5,0.8,1.1,0.44
PI-Água Branca,2020-07-04,nowcast,1,0.7,1.4,0.9,1.2,0.41
PI-Água Branca,2020-07-05,nowcast,1,0.7,1.5,0.9,1.2,0.46
PI-Água Branca,2020-07-06,nowcast,1,0.6,1.4,0.9,1.2,0.46
PI-Água Branca,2020-07-07,nowcast,1,0.6,1.4,0.9,1.2,0.42
PI-Água Branca,2020-07-08,nowcast,1,0.7,1.4,0.9,1.2,0.46
PI-Água Branca,2020-07-09,nowcast,1,0.6,1.5,0.8,1.1,0.49
PI-Água Branca,2020-07-10,nowcast,1,0.6,1.4,0.9,1.1,0.48
PI-Água Branca,2020-07-11,nowcast,1,0.7,1.5,0.9,1.2,0.45
PI-Água Branca,2020-07-12,nowcast,1,0.7,1.4,0.9,1.1,0.46
PI-Água Branca,2020-07-13,nowcast,1,0.7,1.5,0.8,1.2,0.42
PI-Água Branca,2020-07-14,nowcast,1,0.7,1.5,0.9,1.1,0.41
PI-Água Branca,2020-07-15,nowcast,1,0.7,1.4,0.9,1.2,0.39
PI-Água Branca,2020-07-16,nowcast,1.1,0.7,1.5,0.9,1.2,0.38
PI-Água Branca,2020-07-17,nowcast,1.1,0.6,1.4,0.9,1.3,0.39
PI-Água Branca,2020-07-18,nowcast,1,0.7,1.4,0.9,1.1,0.43
PI-Água Branca,2020-07-19,nowcast,1,0.7,1.4,0.9,1.2,0.46
PI-Água Branca,2020-07-20,nowcast,1,0.6,1.5,0.8,1.1,0.48
PI-Água Branca,2020-07-21,nowcast,1,0.6,1.4,0.9,1.2,0.45
PI-Água Branca,2020-07-22,nowcast,1,0.7,1.4,0.9,1.2,0.46
PI-Água Branca,2020-07-23,nowcast,1.1,0.6,1.5,0.9,1.2,0.39
PI-Água Branca,2020-07-24,nowcast,1.1,0.7,1.5,0.9,1.2,0.33
PI-Água Branca,2020-07-25,nowcast,1,0.7,1.6,0.9,1.2,0.45
PI-Água Branca,2020-07-26,nowcast,1.1,0.7,1.5,0.9,1.2,0.39
PI-Água Branca,2020-07-27,nowcast,1.1,0.7,1.5,1,1.2,0.3
PI-Água Branca,2020-07-28,nowcast,1.1,0.8,1.5,1,1.2,0.32
PI-Água Branca,2020-07-29,nowcast,1.1,0.7,1.5,0.9,1.2,0.33
PI-Água Branca,2020-07-30,nowcast,1.1,0.7,1.4,0.9,1.2,0.33
PI-Água Branca,2020-07-31,nowcast,1.1,0.7,1.5,0.9,1.2,0.37
PI-Água Branca,2020-08-01,nowcast,1,0.7,1.5,0.9,1.2,0.43
PI-Água Branca,2020-08-02,nowcast,1,0.7,1.4,0.9,1.1,0.41
PI-Água Branca,2020-08-03,nowcast,1,0.7,1.4,0.9,1.2,0.43
PI-Água Branca,2020-08-04,nowcast,1,0.6,1.3,0.9,1.2,0.55
PI-Água Branca,2020-08-05,nowcast,1,0.6,1.4,0.8,1.1,0.53
PI-Água Branca,2020-08-06,nowcast,1,0.5,1.3,0.8,1.1,0.55
PI-Água Branca,2020-08-07,nowcast,1,0.6,1.3,0.9,1.1,0.55
PI-Água Branca,2020-08-08,nowcast,1,0.5,1.5,0.8,1.1,0.56
PI-Água Branca,2020-08-09,nowcast,1,0.6,1.4,0.8,1.1,0.55
PI-Água Branca,2020-08-10,forecast,1,0.5,1.5,0.8,1.1,0.52
PI-Água Branca,2020-08-11,forecast,1,0.5,1.5,0.8,1.2,0.51
PI-Água Branca,2020-08-12,forecast,1,0.4,1.4,0.8,1.2,0.51
PI-Água Branca,2020-08-13,forecast,1,0.3,1.5,0.7,1.2,0.5
PI-Água Branca,2020-08-14,forecast,1,0.4,1.7,0.8,1.2,0.48
PI-Água Branca,2020-08-15,forecast,1,0.3,1.7,0.7,1.2,0.51
PI-Água Branca,2020-08-16,forecast,1,0.4,1.7,0.8,1.2,0.49
PI-Água Branca,2020-08-17,forecast,1,0.2,1.6,0.6,1.1,0.53
PI-Água Branca,2020-08-18,forecast,1,0.3,1.7,0.8,1.3,0.52
PI-Água Branca,2020-08-19,forecast,1,0.3,1.9,0.7,1.3,0.49
PI-Água Branca,2020-08-20,forecast,1,0.1,1.7,0.7,1.2,0.53
PI-Água Branca,2020-08-21,forecast,1,0,1.5,0.7,1.2,0.54
PI-Água Branca,2020-08-22,forecast,1,0.1,1.7,0.8,1.3,0.5
PI-Água Branca,2020-08-23,forecast,1,0,1.6,0.7,1.3,0.51
PI-Alagoinha do Piauí,2020-06-06,nowcast,1,0.1,2.4,0.4,1.2,0.51
PI-Alagoinha do Piauí,2020-06-07,nowcast,1.1,0.1,2.6,0.4,1.3,0.44
PI-Alagoinha do Piauí,2020-06-08,nowcast,1,0,2.1,0.4,1.2,0.51
PI-Alagoinha do Piauí,2020-06-09,nowcast,1,0.1,2.2,0.4,1.2,0.5
PI-Alagoinha do Piauí,2020-06-10,nowcast,1,0,2.2,0.4,1.2,0.48
PI-Alagoinha do Piauí,2020-06-11,nowcast,1.1,0.1,2.7,0.3,1.2,0.45
PI-Alagoinha do Piauí,2020-06-12,nowcast,1,0,2.4,0.2,1.1,0.5
PI-Alagoinha do Piauí,2020-06-13,nowcast,1.1,0.1,2.4,0.4,1.3,0.44
PI-Alagoinha do Piauí,2020-06-14,nowcast,1.1,0.1,2.3,0.6,1.5,0.45
PI-Alagoinha do Piauí,2020-06-15,nowcast,1.1,0.1,2.2,0.4,1.3,0.47
PI-Alagoinha do Piauí,2020-06-16,nowcast,1,0.1,2.4,0.5,1.3,0.49
PI-Alagoinha do Piauí,2020-06-17,nowcast,1.1,0,2.4,0.3,1.2,0.45
PI-Alagoinha do Piauí,2020-06-18,nowcast,1.1,0.1,2.4,0.5,1.4,0.44
PI-Alagoinha do Piauí,2020-06-19,nowcast,1,0.1,2.5,0.4,1.3,0.46
PI-Alagoinha do Piauí,2020-06-20,nowcast,1.1,0.1,2.5,0.3,1.2,0.46
PI-Alagoinha do Piauí,2020-06-21,nowcast,1.2,0.1,2.4,0.5,1.3,0.41
PI-Alagoinha do Piauí,2020-06-22,nowcast,1.2,0.1,2.7,0.6,1.4,0.41
PI-Alagoinha do Piauí,2020-06-23,nowcast,1.4,0.2,2.9,0.8,1.7,0.32
PI-Alagoinha do Piauí,2020-06-24,nowcast,1.2,0.1,2.5,0.6,1.6,0.39
PI-Alagoinha do Piauí,2020-06-25,nowcast,1.2,0.1,2.6,0.5,1.4,0.38
PI-Alagoinha do Piauí,2020-06-26,nowcast,1.2,0.1,2.4,0.5,1.4,0.4
PI-Alagoinha do Piauí,2020-06-27,nowcast,1.1,0.1,2.2,0.6,1.4,0.43
PI-Alagoinha do Piauí,2020-06-28,nowcast,1.3,0.3,2.4,0.7,1.5,0.3
PI-Alagoinha do Piauí,2020-06-29,nowcast,1.2,0.2,2.5,0.6,1.4,0.37
PI-Alagoinha do Piauí,2020-06-30,nowcast,1.2,0.3,2.5,0.7,1.5,0.37
PI-Alagoinha do Piauí,2020-07-01,nowcast,1.2,0.2,2.3,0.7,1.5,0.36
PI-Alagoinha do Piauí,2020-07-02,nowcast,1.2,0.3,2.4,0.7,1.4,0.35
PI-Alagoinha do Piauí,2020-07-03,nowcast,1.1,0.1,2.2,0.8,1.5,0.42
PI-Alagoinha do Piauí,2020-07-04,nowcast,1.1,0.2,2.2,0.5,1.2,0.44
PI-Alagoinha do Piauí,2020-07-05,nowcast,1.1,0.2,2,0.8,1.5,0.41
PI-Alagoinha do Piauí,2020-07-06,nowcast,1,0.1,2,0.6,1.3,0.5
PI-Alagoinha do Piauí,2020-07-07,nowcast,1.1,0.3,2.3,0.6,1.3,0.42
PI-Alagoinha do Piauí,2020-07-08,nowcast,1.3,0.2,2.6,0.6,1.5,0.32
PI-Alagoinha do Piauí,2020-07-09,nowcast,1.2,0.2,2.2,0.7,1.4,0.33
PI-Alagoinha do Piauí,2020-07-10,nowcast,1.2,0.2,2.2,0.7,1.4,0.38
PI-Alagoinha do Piauí,2020-07-11,nowcast,1.3,0.4,2.4,0.8,1.6,0.35
PI-Alagoinha do Piauí,2020-07-12,nowcast,1.2,0.3,2.4,0.8,1.5,0.35
PI-Alagoinha do Piauí,2020-07-13,nowcast,1.2,0.3,2.1,0.8,1.4,0.38
PI-Alagoinha do Piauí,2020-07-14,nowcast,1.2,0.3,2.2,0.8,1.5,0.39
PI-Alagoinha do Piauí,2020-07-15,nowcast,1.2,0.4,2.3,0.7,1.4,0.37
PI-Alagoinha do Piauí,2020-07-16,nowcast,1.2,0.4,2.3,0.8,1.4,0.35
PI-Alagoinha do Piauí,2020-07-17,nowcast,1.3,0.4,2.3,0.8,1.4,0.29
PI-Alagoinha do Piauí,2020-07-18,nowcast,1.2,0.4,2.4,0.7,1.4,0.33
PI-Alagoinha do Piauí,2020-07-19,nowcast,1.2,0.5,2.2,0.8,1.5,0.32
PI-Alagoinha do Piauí,2020-07-20,nowcast,1.2,0.4,2,0.9,1.5,0.31
PI-Alagoinha do Piauí,2020-07-21,nowcast,1.2,0.4,2.2,0.7,1.4,0.37
PI-Alagoinha do Piauí,2020-07-22,nowcast,1.2,0.4,2,0.9,1.4,0.28
PI-Alagoinha do Piauí,2020-07-23,nowcast,1.2,0.4,2.1,0.8,1.4,0.32
PI-Alagoinha do Piauí,2020-07-24,nowcast,1.2,0.5,2.1,0.7,1.4,0.31
PI-Alagoinha do Piauí,2020-07-25,nowcast,1.3,0.4,2.1,0.8,1.5,0.28
PI-Alagoinha do Piauí,2020-07-26,nowcast,1.2,0.5,2,0.8,1.4,0.32
PI-Alagoinha do Piauí,2020-07-27,nowcast,1.2,0.5,2.3,0.9,1.5,0.28
PI-Alagoinha do Piauí,2020-07-28,nowcast,1.2,0.5,2.1,0.8,1.4,0.32
PI-Alagoinha do Piauí,2020-07-29,nowcast,1.2,0.5,2,0.8,1.3,0.27
PI-Alagoinha do Piauí,2020-07-30,nowcast,1.2,0.5,2,0.9,1.4,0.28
PI-Alagoinha do Piauí,2020-07-31,nowcast,1.2,0.5,2,0.9,1.6,0.31
PI-Alagoinha do Piauí,2020-08-01,nowcast,1.3,0.5,2,1,1.5,0.25
PI-Alagoinha do Piauí,2020-08-02,nowcast,1.2,0.6,1.9,0.9,1.5,0.29
PI-Alagoinha do Piauí,2020-08-03,nowcast,1.2,0.4,1.9,0.9,1.4,0.28
PI-Alagoinha do Piauí,2020-08-04,nowcast,1.2,0.5,2,0.7,1.3,0.35
PI-Alagoinha do Piauí,2020-08-05,nowcast,1.2,0.6,1.8,0.9,1.3,0.3
PI-Alagoinha do Piauí,2020-08-05,forecast,0.6,0.1,1.1,0.6,1.1,0.8
PI-Alagoinha do Piauí,2020-08-06,nowcast,1.2,0.5,1.9,0.9,1.4,0.31
PI-Alagoinha do Piauí,2020-08-06,forecast,1.1,0,2.3,0.9,1.6,0.4
PI-Alagoinha do Piauí,2020-08-07,nowcast,1.3,0.6,2,1,1.5,0.24
PI-Alagoinha do Piauí,2020-08-07,forecast,1.1,0.7,1.5,1,1.4,0.4
PI-Alagoinha do Piauí,2020-08-08,nowcast,1.2,0.5,2,1,1.5,0.26
PI-Alagoinha do Piauí,2020-08-08,forecast,1.2,0.5,1.9,1,1.5,0.33
PI-Alagoinha do Piauí,2020-08-09,forecast,1.3,0.2,2.2,0.9,1.5,0.29
PI-Alagoinha do Piauí,2020-08-10,forecast,1.2,0.4,2.4,0.7,1.5,0.33
PI-Alagoinha do Piauí,2020-08-11,forecast,1.2,0,2.1,0.9,1.7,0.35
PI-Alagoinha do Piauí,2020-08-12,forecast,1.2,0,2.2,0.9,1.8,0.35
PI-Alagoinha do Piauí,2020-08-13,forecast,1.2,0,2.2,0.7,1.7,0.36
PI-Alagoinha do Piauí,2020-08-14,forecast,1.2,0,2.3,0.6,1.6,0.37
PI-Alagoinha do Piauí,2020-08-15,forecast,1.3,0,2.3,0.7,1.6,0.35
PI-Alagoinha do Piauí,2020-08-16,forecast,1.2,0,2.3,0.8,1.8,0.38
PI-Alagoinha do Piauí,2020-08-17,forecast,1.3,0,2.5,0.6,1.7,0.36
PI-Alagoinha do Piauí,2020-08-18,forecast,1.2,0,2.5,0.6,1.7,0.4
PI-Alagoinha do Piauí,2020-08-19,forecast,1.3,0,2.6,0.5,1.6,0.38
PI-Alagoinha do Piauí,2020-08-20,forecast,1.2,0,2.5,0,1.2,0.4
PI-Alagoinha do Piauí,2020-08-21,forecast,1.2,0,2.5,0,1.2,0.43
PI-Alagoinha do Piauí,2020-08-22,forecast,1.3,0,2.6,0,1.3,0.39
PI-Alegrete do Piauí,2020-07-25,nowcast,1.2,0.4,1.9,0.9,1.4,0.32
PI-Alegrete do Piauí,2020-07-26,nowcast,1.1,0.4,1.8,0.8,1.3,0.38
PI-Alegrete do Piauí,2020-07-27,nowcast,1.2,0.4,1.9,0.8,1.4,0.34
PI-Alegrete do Piauí,2020-07-28,nowcast,1.1,0.5,2.2,0.7,1.2,0.37
PI-Alegrete do Piauí,2020-07-29,nowcast,1.2,0.6,2,0.9,1.5,0.29
PI-Alegrete do Piauí,2020-07-30,nowcast,1.2,0.5,1.9,0.9,1.3,0.27
PI-Alegrete do Piauí,2020-07-31,nowcast,1.2,0.5,2,0.9,1.4,0.26
PI-Alegrete do Piauí,2020-08-01,nowcast,1.2,0.4,1.9,1,1.5,0.3
PI-Alegrete do Piauí,2020-08-02,nowcast,1.2,0.5,1.9,0.9,1.4,0.25
PI-Alegrete do Piauí,2020-08-03,nowcast,1.2,0.5,1.8,1,1.4,0.26
PI-Alegrete do Piauí,2020-08-04,nowcast,1.2,0.6,1.9,0.8,1.4,0.29
PI-Alegrete do Piauí,2020-08-05,nowcast,1.2,0.5,1.9,0.9,1.4,0.33
PI-Alegrete do Piauí,2020-08-06,nowcast,1.2,0.5,1.9,0.9,1.4,0.29
PI-Alegrete do Piauí,2020-08-07,nowcast,1.2,0.5,1.9,0.9,1.3,0.32
PI-Alegrete do Piauí,2020-08-07,forecast,0.8,0.5,1,0.8,1,1
PI-Alegrete do Piauí,2020-08-08,nowcast,1.2,0.6,1.9,0.9,1.4,0.31
PI-Alegrete do Piauí,2020-08-08,forecast,0.9,0.7,1.3,0.8,1,0.8
PI-Alegrete do Piauí,2020-08-09,nowcast,1.2,0.5,2,0.8,1.3,0.31
PI-Alegrete do Piauí,2020-08-09,forecast,1.2,0.6,1.4,1.2,1.4,0.2
PI-Alegrete do Piauí,2020-08-10,forecast,1.2,0.3,2.2,0.8,1.5,0.33
PI-Alegrete do Piauí,2020-08-11,forecast,1.2,0.2,2.2,0.7,1.4,0.37
PI-Alegrete do Piauí,2020-08-12,forecast,1.1,0,2.1,0.8,1.5,0.39
PI-Alegrete do Piauí,2020-08-13,forecast,1.2,0,2.1,0.7,1.5,0.39
PI-Alegrete do Piauí,2020-08-14,forecast,1.2,0,2.2,0.6,1.4,0.38
PI-Alegrete do Piauí,2020-08-15,forecast,1.2,0,2.3,0.7,1.6,0.38
PI-Alegrete do Piauí,2020-08-16,forecast,1.2,0,2.1,0.6,1.5,0.39
PI-Alegrete do Piauí,2020-08-17,forecast,1.3,0,2.3,0.8,1.7,0.35
PI-Alegrete do Piauí,2020-08-18,forecast,1.2,0,2.2,0.5,1.5,0.41
PI-Alegrete do Piauí,2020-08-19,forecast,1.1,0,2.3,0.6,1.5,0.42
PI-Alegrete do Piauí,2020-08-20,forecast,1.2,0,2.4,0.7,1.6,0.37
PI-Alegrete do Piauí,2020-08-21,forecast,1.2,0,2.3,0.6,1.7,0.41
PI-Alegrete do Piauí,2020-08-22,forecast,1.2,0,2.6,0.5,1.7,0.41
PI-Alegrete do Piauí,2020-08-23,forecast,1.1,0,2.5,0,1.1,0.44
PI-Altos,2020-05-26,nowcast,1.1,0.8,1.6,0.9,1.2,0.32
PI-Altos,2020-05-27,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
PI-Altos,2020-05-28,nowcast,1.1,0.8,1.6,0.9,1.2,0.26
PI-Altos,2020-05-29,nowcast,1.1,0.7,1.4,0.9,1.2,0.31
PI-Altos,2020-05-30,nowcast,1.1,0.7,1.6,0.9,1.2,0.28
PI-Altos,2020-05-31,nowcast,1.1,0.7,1.5,0.9,1.2,0.32
PI-Altos,2020-06-01,nowcast,1.1,0.8,1.5,1,1.2,0.28
PI-Altos,2020-06-02,nowcast,1.1,0.8,1.6,1,1.2,0.22
PI-Altos,2020-06-03,nowcast,1.1,0.7,1.4,0.9,1.2,0.32
PI-Altos,2020-06-04,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
PI-Altos,2020-06-05,nowcast,1.1,0.7,1.5,0.9,1.2,0.34
PI-Altos,2020-06-06,nowcast,1.1,0.7,1.4,0.9,1.1,0.37
PI-Altos,2020-06-07,nowcast,1,0.7,1.3,0.9,1.2,0.44
PI-Altos,2020-06-08,nowcast,1,0.7,1.3,0.9,1.1,0.46
PI-Altos,2020-06-09,nowcast,1,0.7,1.3,0.9,1.1,0.43
PI-Altos,2020-06-10,nowcast,1,0.7,1.3,0.9,1.1,0.44
PI-Altos,2020-06-11,nowcast,1,0.7,1.3,0.9,1.1,0.41
PI-Altos,2020-06-12,nowcast,1.1,0.7,1.3,0.9,1.1,0.37
PI-Altos,2020-06-13,nowcast,1,0.8,1.4,0.9,1.1,0.44
PI-Altos,2020-06-14,nowcast,1,0.7,1.4,0.9,1.1,0.42
PI-Altos,2020-06-15,nowcast,1,0.7,1.3,0.9,1.1,0.45
PI-Altos,2020-06-16,nowcast,1.1,0.8,1.4,0.9,1.2,0.37
PI-Altos,2020-06-17,nowcast,1.1,0.7,1.4,0.9,1.1,0.36
PI-Altos,2020-06-18,nowcast,1,0.7,1.4,0.9,1.1,0.45
PI-Altos,2020-06-19,nowcast,1,0.7,1.4,0.9,1.2,0.43
PI-Altos,2020-06-20,nowcast,1,0.7,1.4,0.9,1.1,0.45
PI-Altos,2020-06-21,nowcast,1,0.7,1.4,0.9,1.2,0.43
PI-Altos,2020-06-22,nowcast,1,0.7,1.4,0.9,1.1,0.41
PI-Altos,2020-06-23,nowcast,1,0.7,1.3,0.9,1.2,0.39
PI-Altos,2020-06-24,nowcast,1,0.7,1.3,0.9,1.2,0.45
PI-Altos,2020-06-25,nowcast,1,0.7,1.3,0.9,1.1,0.44
PI-Altos,2020-06-26,nowcast,1,0.7,1.4,0.9,1.2,0.42
PI-Altos,2020-06-27,nowcast,1,0.8,1.4,0.9,1.1,0.44
PI-Altos,2020-06-28,nowcast,1,0.7,1.3,0.9,1.1,0.42
PI-Altos,2020-06-29,nowcast,1,0.7,1.4,0.9,1.1,0.47
PI-Altos,2020-06-30,nowcast,1,0.7,1.3,0.9,1.1,0.47
PI-Altos,2020-07-01,nowcast,1,0.7,1.3,0.9,1.1,0.47
PI-Altos,2020-07-02,nowcast,1,0.7,1.3,0.9,1.1,0.43
PI-Altos,2020-07-03,nowcast,1,0.7,1.3,0.9,1.1,0.45
PI-Altos,2020-07-04,nowcast,1,0.8,1.3,0.9,1.1,0.4
PI-Altos,2020-07-05,nowcast,1,0.7,1.3,0.9,1.2,0.42
PI-Altos,2020-07-06,nowcast,1,0.7,1.3,0.9,1.1,0.49
PI-Altos,2020-07-07,nowcast,1,0.7,1.3,0.9,1.1,0.53
PI-Altos,2020-07-08,nowcast,1,0.6,1.3,0.9,1.1,0.51
PI-Altos,2020-07-09,nowcast,1,0.7,1.3,0.8,1.1,0.56
PI-Altos,2020-07-10,nowcast,1,0.6,1.3,0.8,1.1,0.55
PI-Altos,2020-07-11,nowcast,1,0.7,1.3,0.9,1.1,0.5
PI-Altos,2020-07-12,nowcast,1,0.7,1.3,0.8,1.1,0.5
PI-Altos,2020-07-13,nowcast,1,0.7,1.4,0.9,1.1,0.47
PI-Altos,2020-07-14,nowcast,1,0.7,1.3,0.9,1.1,0.56
PI-Altos,2020-07-15,nowcast,1,0.7,1.4,0.9,1.2,0.51
PI-Altos,2020-07-16,nowcast,1,0.7,1.3,0.9,1.1,0.55
PI-Altos,2020-07-17,nowcast,1,0.7,1.3,0.8,1.1,0.56
PI-Altos,2020-07-18,nowcast,1,0.7,1.4,0.9,1.1,0.56
PI-Altos,2020-07-19,nowcast,1,0.6,1.3,0.8,1.1,0.56
PI-Altos,2020-07-20,nowcast,1,0.6,1.3,0.9,1.1,0.58
PI-Altos,2020-07-21,nowcast,1,0.6,1.4,0.8,1.1,0.56
PI-Altos,2020-07-22,nowcast,1,0.6,1.3,0.8,1.1,0.54
PI-Altos,2020-07-23,nowcast,1,0.6,1.3,0.9,1.1,0.58
PI-Altos,2020-07-24,nowcast,0.9,0.6,1.3,0.8,1.1,0.6
PI-Altos,2020-07-25,nowcast,1,0.6,1.3,0.8,1.1,0.59
PI-Altos,2020-07-26,nowcast,0.9,0.7,1.3,0.8,1,0.62
PI-Altos,2020-07-27,nowcast,1,0.6,1.3,0.9,1.1,0.62
PI-Altos,2020-07-28,nowcast,0.9,0.5,1.3,0.7,1,0.65
PI-Altos,2020-07-29,nowcast,0.9,0.6,1.3,0.7,1,0.67
PI-Altos,2020-07-30,nowcast,0.9,0.5,1.3,0.8,1,0.69
PI-Altos,2020-07-31,nowcast,0.9,0.6,1.3,0.7,1,0.67
PI-Altos,2020-08-01,nowcast,0.9,0.6,1.3,0.7,1.1,0.67
PI-Altos,2020-08-02,nowcast,0.9,0.5,1.3,0.7,1,0.67
PI-Altos,2020-08-03,nowcast,0.9,0.5,1.3,0.7,1,0.67
PI-Altos,2020-08-04,nowcast,0.9,0.6,1.4,0.7,1,0.65
PI-Altos,2020-08-05,nowcast,0.9,0.5,1.3,0.8,1.1,0.58
PI-Altos,2020-08-06,nowcast,0.9,0.5,1.3,0.7,1,0.68
PI-Altos,2020-08-07,nowcast,0.9,0.5,1.3,0.8,1.1,0.61
PI-Altos,2020-08-08,nowcast,1,0.6,1.4,0.8,1.1,0.55
PI-Altos,2020-08-09,nowcast,1,0.5,1.6,0.8,1.1,0.57
PI-Altos,2020-08-10,forecast,1,0.5,1.5,0.8,1.1,0.53
PI-Altos,2020-08-11,forecast,1,0.4,1.6,0.7,1.1,0.52
PI-Altos,2020-08-12,forecast,1,0.5,1.6,0.8,1.2,0.54
PI-Altos,2020-08-13,forecast,1,0.3,1.6,0.8,1.2,0.52
PI-Altos,2020-08-14,forecast,1,0.2,1.6,0.6,1.1,0.5
PI-Altos,2020-08-15,forecast,1,0.3,1.6,0.9,1.4,0.5
PI-Altos,2020-08-16,forecast,1,0.4,1.7,0.8,1.3,0.53
PI-Altos,2020-08-17,forecast,1,0.2,1.7,0.8,1.3,0.5
PI-Altos,2020-08-18,forecast,1,0.4,1.9,0.6,1.2,0.48
PI-Altos,2020-08-19,forecast,1,0.2,1.8,0.7,1.3,0.53
PI-Altos,2020-08-20,forecast,1,0,1.6,0.6,1.2,0.55
PI-Altos,2020-08-21,forecast,1,0,1.7,0.7,1.3,0.51
